Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
John Sayre,8381,10.86,7.41,14.22,2.0,49.98,14.84,46.08,5.3,67.68,277.07,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Michael Ramos,8156,10.69,7.35,14.21,2.03,50.08,14.9,44.74,4.9,64.76,287.94,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Timothy Bright,8068,10.73,7.49,13.19,2.06,49.16,14.09,39.16,5.0,53.1,282.34,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Dave Johnson,7911,10.77,7.07,14.19,2.0,48.92,14.65,44.78,4.0,63.12,276.11,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Robert Muzzio,7905,11.14,6.91,15.24,2.0,49.76,14.75,47.08,4.5,57.32,276.57,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Gary Kinder,7654,11.35,6.95,14.86,1.94,52.39,15.5,45.7,4.7,68.9,298.74,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Steve Odgers,7575,11.12,6.74,13.89,1.85,48.18,15.1,42.22,4.0,61.9,266.7,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Garret Armstrong,7547,10.68,7.4,12.48,1.82,49.02,14.87,37.78,4.8,45.8,276.41,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Ernest White,7346,11.37,6.6,11.81,1.91,50.92,15.03,39.16,4.4,62.06,267.5,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Chris Branham,7295,11.55,7.32,12.05,2.09,53.67,14.68,31.78,4.6,58.64,290.34,https://www.decathlon2000.com/4483/usa-championships-indianapolis-1985/
Dave Johnson,8203,11.23,7.3,14.08,2.07,49.53,14.79,46.16,4.9,62.78,270.06,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Steve Erickson,8030,11.23,7.06,14.5,1.92,48.83,14.82,44.32,5.0,61.08,269.89,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Gary Kinder,7857,11.34,7.08,16.04,1.98,51.45,15.57,47.24,4.7,68.16,297.35,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Tony Allen-Cooksey,7839,11.54,7.6,14.49,2.01,49.8,15.0,42.24,4.8,56.14,284.73,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Steve Odgers,7757,11.29,6.9,14.38,1.89,48.59,15.52,45.4,4.2,62.46,258.58,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Shannon Sullivan,7750,11.41,7.05,13.31,1.95,49.33,15.56,40.78,4.9,57.48,258.81,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Edwin Brown,7679,11.46,7.16,12.29,2.04,50.4,14.97,41.5,4.4,57.14,257.05,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Jay Thorson,7573,11.84,6.89,12.79,2.01,51.53,14.52,41.66,4.7,56.4,264.56,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Kevin McGorty,7513,11.59,6.99,13.0,2.07,50.69,15.03,36.6,4.6,53.56,265.15,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
James Connolly,7509,11.55,6.83,14.34,1.98,50.75,15.54,40.98,4.3,69.62,289.05,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Joe Farinella,7494,11.57,7.16,14.36,1.95,50.67,15.0,46.56,4.0,57.04,284.34,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Heinz Fritz Hinrichs,7477,11.17,6.71,11.56,1.98,48.69,15.61,45.32,4.6,51.28,274.0,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Sheldon Blockburger,7472,11.27,7.59,13.56,1.98,49.84,14.92,37.1,3.9,54.98,278.75,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Jon Robert Hallingstad,7245,11.88,6.68,13.87,1.89,51.36,16.16,41.2,4.3,61.26,263.22,https://www.decathlon2000.com/4482/usa-championships-eugene-1986/
Timothy Bright,8340,10.9,7.31,14.35,2.11,49.24,14.16,41.12,5.5,57.68,284.49,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Robert Muzzio,8134,10.88,7.15,17.0,1.93,49.35,14.85,49.42,4.4,60.02,276.36,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Gary Kinder,8053,10.78,7.26,15.38,1.9,50.17,15.58,47.54,4.9,68.44,295.3,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
James Connolly,8023,10.85,7.12,15.05,1.93,49.88,15.08,38.58,4.5,74.36,270.46,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Keith Robinson,7912,10.92,7.11,14.52,1.99,48.76,14.48,42.28,4.5,58.22,281.4,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Michael Gonzalez,7865,11.28,7.06,13.47,1.99,50.62,15.97,44.36,4.9,66.76,268.94,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Sheldon Blockburger,7769,10.6,7.59,14.25,1.99,49.94,14.91,33.32,4.4,60.6,286.91,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Jay Thorson,7653,11.2,6.96,12.51,1.99,50.61,14.81,43.06,4.8,53.42,272.82,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Edwin Brown,7609,11.5,7.12,13.17,2.05,51.3,15.11,39.04,4.3,59.7,259.68,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Kristoff Szabadhegy,7493,11.18,7.41,13.79,1.9,49.55,15.17,38.88,4.6,48.42,281.76,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Tony Allen-Cooksey,7422,11.28,7.71,13.1,1.96,50.6,15.8,40.7,4.1,53.84,279.41,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Daniel Sheehan,7351,11.67,6.76,14.17,1.87,51.36,16.15,46.02,4.3,59.32,267.06,https://www.decathlon2000.com/4481/usa-championships-san-jose-1987/
Gary Kinder,8293,10.82,7.2,16.34,2.02,49.74,14.95,47.72,5.0,66.32,295.39,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Timothy Bright,8287,10.95,7.38,13.59,2.05,49.44,14.4,41.62,5.6,60.54,285.12,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Dave Johnson,8245,11.14,7.36,14.63,2.05,49.27,14.84,45.64,4.7,68.22,273.92,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Shannon Sullivan,8076,11.24,6.91,13.4,1.99,49.41,14.81,46.66,5.2,57.46,261.46,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Bart Goodell,7973,11.3,6.91,15.27,2.05,50.94,14.82,47.16,4.9,61.64,287.68,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Steve Erickson,7950,11.18,6.78,14.16,1.93,49.83,14.96,43.42,5.0,62.64,263.01,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Jay Thorson,7937,11.1,6.86,12.01,1.96,49.56,14.22,46.26,4.9,57.0,262.19,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
James Connolly,7872,11.2,6.83,13.95,1.99,50.03,15.1,40.0,4.7,71.36,274.1,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Kristoff Szabadhegy,7826,11.27,7.25,13.66,1.93,49.96,14.9,42.5,4.7,57.64,263.42,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Michael Gonzalez,7817,11.39,6.75,13.14,2.05,50.27,15.13,45.22,4.8,63.2,274.07,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Steve Odgers,7694,11.2,6.95,13.75,1.87,48.81,14.89,44.36,4.4,58.6,270.77,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Kevin McGorty,7523,11.57,7.06,10.98,2.11,51.14,15.58,38.96,5.0,54.34,268.28,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Edwin Brown,7484,11.66,7.01,11.91,1.99,51.75,15.11,40.58,4.4,61.12,258.78,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Garret Armstrong,7099,11.42,6.52,11.63,1.96,51.66,16.02,40.78,4.6,54.92,280.88,https://www.decathlon2000.com/4477/usa-championships-indianapolis-1988/
Dave Johnson,8549,10.79,7.59,14.44,2.04,49.59,14.38,46.04,5.15,67.36,271.47,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Sheldon Blockburger,8248,10.61,7.68,14.24,2.13,49.11,14.57,42.7,4.65,60.16,288.35,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Gary Kinder,8155,10.69,7.22,15.78,2.07,52.09,15.0,49.94,4.95,67.42,316.86,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Derek Huff,8024,10.9,7.37,15.24,2.01,50.7,15.19,40.64,4.95,63.84,286.15,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Kip Janvrin,7994,11.08,7.12,14.36,1.98,49.2,14.71,35.62,4.95,56.08,249.16,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Steve Odgers,7969,11.02,7.0,14.34,1.92,48.2,14.6,45.22,4.55,61.88,275.41,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Andrew Fucci,7844,10.76,7.35,13.12,2.07,49.45,14.5,37.64,4.55,57.92,286.78,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Jay Thorson,7722,11.01,6.87,12.36,1.95,50.01,14.63,44.82,5.05,52.44,281.33,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Kevin McGorty,7711,11.25,7.18,12.46,2.01,50.16,14.51,37.32,4.85,53.98,267.53,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Chris Warner,7585,10.72,6.85,12.85,1.95,49.31,14.66,41.76,4.25,61.72,296.95,https://www.decathlon2000.com/4476/usa-championships-houston-1989/
Dave Johnson,8600,10.78,7.39,14.79,2.1,48.85,14.35,48.4,5.0,67.8,275.69,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Dan O'Brien,8483,10.4,8.04,15.36,2.13,49.25,14.03,46.04,4.3,58.16,283.9,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Sheldon Blockburger,8301,10.84,7.85,13.88,2.1,49.81,14.61,43.24,4.9,61.84,281.91,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Jay Thorson,8246,11.04,7.39,14.18,2.01,49.78,14.22,47.36,5.1,55.52,271.43,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Derek Huff,8181,10.93,7.32,14.81,2.04,50.51,14.61,43.9,4.8,67.4,282.51,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Kip Janvrin,8113,10.94,7.06,14.0,1.98,49.15,14.77,40.7,5.1,58.94,258.18,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Andrew Fucci,8071,10.73,7.44,12.54,2.04,48.82,14.26,40.08,5.1,52.64,276.34,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Kevin McGorty,7929,11.16,7.04,12.99,2.01,50.37,14.62,41.08,5.0,59.62,265.0,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Steve Fritz,7787,11.02,6.99,13.53,1.95,50.5,14.71,42.82,4.6,60.38,272.42,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
David Masgay,7785,11.08,6.95,12.11,1.92,49.28,15.19,44.32,4.6,66.34,270.15,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Jack Hoyt,7663,11.23,7.2,14.0,2.13,51.64,14.99,41.36,4.5,53.24,283.7,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Brian Brophy,7569,11.23,6.74,15.3,1.95,50.15,14.84,47.7,4.4,51.68,293.82,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Chris Warner,7343,10.93,6.43,12.89,1.98,50.5,15.18,43.94,4.4,56.84,301.18,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Edwin Brown,7042,11.68,6.56,12.19,1.95,55.02,14.92,39.62,4.3,55.16,267.79,https://www.decathlon2000.com/4475/usa-championships-norwalk-1990/
Dan O'Brien,8844,10.23,7.96,16.06,2.08,47.7,13.95,48.08,5.1,57.4,285.54,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Dave Johnson,8467,10.87,7.33,14.95,2.05,49.26,15.05,47.7,4.7,72.16,263.0,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Robert Muzzio,8119,11.09,6.99,16.58,1.96,50.16,15.05,47.86,5.0,60.26,279.29,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Andrew Fucci,8079,10.79,7.36,12.78,2.05,48.76,14.52,41.3,4.7,62.16,275.99,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Steve Fritz,7978,10.99,7.24,13.85,2.05,49.86,14.72,44.76,4.6,57.8,274.83,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Sheldon Blockburger,7954,10.79,7.23,14.17,2.02,50.81,14.91,41.56,4.8,61.6,281.52,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Derek Huff,7740,10.82,7.05,14.71,1.96,50.93,15.38,44.0,4.6,60.84,291.14,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
David Masgay,7717,11.1,7.16,13.41,1.93,49.41,15.34,41.36,4.3,64.46,269.98,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Ricky Barker,7700,10.93,6.89,12.81,2.05,48.93,15.13,39.52,4.9,56.56,291.44,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Kristoff Szabadhegy,7666,11.02,7.0,13.65,1.96,49.42,14.78,40.6,4.7,48.92,271.45,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Kip Janvrin,7647,11.28,6.72,14.71,1.84,49.66,15.49,42.92,4.6,58.04,258.14,https://www.decathlon2000.com/4473/usa-championships-new-york-1991/
Dave Johnson,8649,11.18,7.27,15.05,2.0,48.21,14.44,48.7,5.2,74.58,267.17,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Aric Long,8237,11.32,7.33,15.45,2.12,49.95,14.83,48.18,5.1,58.78,286.42,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Robert Muzzio,8163,11.26,7.14,16.16,2.0,49.45,14.89,50.4,4.9,56.44,276.54,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Brian Brophy,8054,11.43,7.13,15.58,2.06,49.18,15.0,52.12,4.6,58.48,287.36,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Steve Fritz,8019,11.16,7.68,14.41,1.97,49.04,14.57,43.46,4.4,57.58,268.11,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Derek Huff,7992,11.08,7.32,15.53,2.0,50.02,15.39,44.02,4.9,62.64,291.31,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Andrew Fucci,7977,11.0,7.36,13.28,2.0,49.0,14.38,39.7,4.7,60.82,274.56,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Kip Janvrin,7949,11.21,7.11,13.72,1.91,48.07,15.07,43.9,5.2,52.38,265.52,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Sheldon Blockburger,7930,11.09,7.55,14.87,1.97,49.76,15.25,40.76,5.1,58.82,293.64,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Kevin McGorthy,7888,11.34,7.1,12.28,2.09,49.39,15.0,38.4,5.3,53.32,263.64,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Chris Wilcox,7763,10.7,7.1,13.71,2.0,47.73,15.03,41.94,4.5,47.04,276.12,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Paul Foxson,7703,11.28,7.45,12.83,2.0,48.4,15.63,42.84,4.7,52.86,279.24,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Steve Dunphy,7690,11.32,7.34,14.49,2.03,49.26,15.12,38.98,4.6,55.28,288.37,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Chris Huffins,7662,10.55,7.77,12.86,1.94,48.41,14.54,44.24,3.7,53.7,299.24,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Matt Shelton,7605,10.93,7.37,12.58,1.97,47.08,15.12,40.58,4.2,52.16,285.03,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Robert Pendergist,7533,11.24,6.73,13.34,2.03,48.92,15.57,41.44,4.3,59.96,280.64,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
John Schwepker,7514,11.2,7.12,13.02,1.88,49.47,15.08,36.98,4.8,54.78,276.91,https://www.decathlon2000.com/4472/usa-championships-new-orleans-1992/
Dan O'Brien,8331,10.72,7.54,15.81,2.09,48.62,14.01,43.84,5.05,57.98,309.41,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Steve Fritz,8176,10.8,7.38,13.65,2.0,49.41,14.03,43.0,4.85,61.28,43.789,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Robert Muzzio,8057,11.25,7.15,15.84,1.94,50.27,14.45,48.24,4.75,58.54,275.7,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Kip Janvrin,8047,11.18,6.89,13.74,1.91,48.84,14.8,47.44,5.05,57.28,258.72,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Sheldon Blockburger,8020,10.89,7.23,14.88,2.09,49.98,14.49,38.66,4.65,59.42,277.02,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Aric Long,8013,11.23,7.1,14.78,2.12,50.23,14.52,44.94,4.65,59.06,281.9,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Andrew Fucci,7935,11.06,7.29,12.54,1.97,48.93,14.09,41.28,5.15,56.62,288.54,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Derek Huff,7831,11.03,7.15,15.25,2.0,50.84,15.22,46.04,4.75,59.46,298.65,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Chris Huffins,7726,10.77,7.35,13.5,1.91,49.02,14.25,45.66,4.15,58.82,304.51,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Chris Wilcox,7617,10.75,6.98,14.53,2.0,49.32,14.98,41.2,4.45,48.42,288.36,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Darrin Steele,7439,11.22,6.89,13.72,1.94,48.83,15.16,40.86,4.35,57.6,296.46,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Richard Schwieger,7399,11.2,6.9,13.29,2.06,50.11,14.9,40.1,4.45,47.6,291.4,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Jack Hoyt,7355,11.49,6.99,13.41,1.97,50.96,14.94,44.48,4.45,51.96,297.66,https://www.decathlon2000.com/4469/usa-championships-eugene-1993/
Dan O'Brien,8707,10.31,7.81,15.87,2.17,48.19,13.98,46.34,5.15,62.28,316.42,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Steve Fritz,8548,10.63,7.84,14.37,2.05,48.7,14.27,46.76,4.95,64.58,283.09,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Kip Janvrin,8287,10.73,6.99,13.52,1.9,47.57,14.82,46.04,5.25,60.14,258.13,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Sheldon Blockburger,8281,10.83,7.54,15.06,2.14,50.31,14.97,45.26,4.55,68.08,284.82,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Andrew Fucci,8105,10.81,7.54,11.9,2.08,48.68,14.35,41.26,5.25,52.72,282.34,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Muhammad Oliver,8043,10.7,7.37,13.12,2.14,49.2,14.21,38.84,4.55,58.26,281.06,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Robert Muzzio,7997,11.04,6.91,15.59,1.96,49.19,15.02,45.22,4.65,61.38,272.72,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Brian Schweyen,7854,11.08,7.12,12.78,2.17,51.1,14.91,43.14,5.05,55.28,292.3,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Chris Wilcox,7850,10.83,7.37,15.22,2.05,49.25,15.19,43.42,4.25,53.22,283.08,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Aric Long,7788,11.19,6.44,15.52,2.08,49.54,14.98,47.46,5.25,43.04,292.3,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Michael Bennett,7670,10.77,6.99,12.95,1.87,48.72,14.83,43.0,4.85,45.06,270.11,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Ricky Barker,7665,11.18,7.22,13.12,2.11,50.9,14.78,40.14,4.75,53.16,291.34,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Darrin Steele,7647,11.06,6.85,13.09,2.02,49.47,15.06,44.88,4.65,54.66,289.84,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Brad Swanson,7531,11.09,6.87,13.51,2.02,50.75,15.47,42.3,4.35,58.94,282.58,https://www.decathlon2000.com/4468/usa-championships-knoxville-1994/
Dan O'Brien,8682,10.36,7.82,15.28,2.09,47.96,13.84,51.16,4.8,61.56,301.02,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Chris Huffins,8351,10.33,7.93,15.69,2.0,48.61,14.33,42.98,4.6,54.54,309.86,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Brian Brophy,8257,11.13,7.2,16.57,2.09,49.97,15.09,52.96,4.8,55.72,280.07,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Ricky Barker,8170,10.64,7.37,14.43,2.06,48.43,14.5,42.18,5.0,56.8,292.69,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Dan Steele,8102,10.72,7.17,14.64,1.91,47.34,14.38,46.68,4.1,64.66,275.04,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Robert Muzzio,8090,11.05,7.11,15.29,1.97,50.44,14.55,50.64,4.8,57.62,279.72,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Kip Janvrin,8037,10.86,7.39,13.9,1.85,48.44,14.77,43.1,4.7,59.96,262.38,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Mario Sategna,7909,10.86,7.27,12.91,1.88,48.43,15.25,44.1,4.8,61.62,274.76,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Aric Long,7884,11.4,7.16,14.98,2.09,51.23,15.09,51.1,4.7,58.04,299.07,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Steve Rowland,7878,10.62,7.42,14.71,1.97,50.2,15.08,48.28,4.1,56.34,283.31,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Muhammad Oliver,7776,10.62,6.82,13.01,2.06,50.57,14.49,41.54,4.6,60.12,292.39,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Chris Wilcox,7714,10.79,7.47,15.12,1.97,49.35,15.0,41.68,4.3,56.28,305.5,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Jeromy Williams,7509,11.22,7.18,12.86,1.91,49.96,15.13,39.9,4.9,62.6,312.85,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
David Pope,7361,11.1,6.83,12.91,1.91,50.18,15.51,46.3,4.5,51.2,291.61,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Enoch Borozinski,7295,11.01,6.85,14.13,1.94,51.29,15.23,45.22,4.0,56.1,305.42,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Ray Livingston,7290,10.85,7.11,12.27,1.97,50.57,15.2,39.46,4.3,53.28,301.67,https://www.decathlon2000.com/4467/usa-championships-sacramento-1995/
Dan O'Brien,8726,10.32,7.46,15.64,2.08,46.81,14.04,49.38,5.2,65.22,312.01,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Steve Fritz,8636,10.74,7.62,16.25,2.05,49.36,13.8,50.24,4.9,63.74,286.2,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Chris Huffins,8546,10.22,7.91,16.44,2.02,48.05,14.09,48.62,4.8,63.64,327.42,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Kip Janvrin,8345,10.83,7.08,14.82,1.96,48.35,14.64,45.58,5.2,59.2,261.18,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Andrew Fucci,8227,10.75,7.53,13.73,2.08,48.91,14.13,43.62,4.9,60.46,294.69,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Dave Johnson,8189,11.15,6.95,14.66,1.9,49.81,14.54,49.22,4.9,71.7,277.05,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Ricky Barker,8163,10.6,7.26,14.19,2.08,48.87,14.51,41.7,5.2,58.3,300.55,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Aric Long,8095,11.08,7.31,16.1,2.14,50.33,14.64,46.12,5.0,59.68,320.56,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Robert Muzzio,8028,11.09,7.01,16.2,2.02,50.07,14.73,49.1,4.8,59.98,301.18,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Darwin Vandehoef,7827,10.68,7.04,13.4,2.17,49.32,14.21,43.22,4.4,47.92,292.65,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Chris Wilcox,7822,10.68,7.17,14.98,2.02,49.36,14.58,44.2,4.3,54.96,299.78,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Shawn Wilbourn,7793,10.82,7.25,14.59,1.93,51.06,14.62,49.72,4.5,55.16,299.73,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Bradley Swanson,7596,10.96,6.76,13.95,1.99,51.92,15.5,46.24,4.5,63.56,295.21,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Jeromy Williams,7594,11.19,7.2,14.5,1.93,51.25,15.2,46.76,4.9,56.54,317.7,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Ray Livingston,7575,10.69,7.32,13.01,1.76,49.85,15.17,43.68,4.9,56.18,306.47,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Tage Peterson,7389,10.96,7.35,11.63,1.93,50.14,15.34,39.92,4.4,52.74,283.7,https://www.decathlon2000.com/701/usa-championships-atlanta-1996/
Steve Fritz,8604,10.75,7.39,14.92,2.04,48.53,13.74,50.28,5.0,64.48,281.49,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
Chris Huffins,8458,10.35,7.79,15.21,2.01,48.92,13.82,47.64,4.9,57.5,299.89,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
Shawn Wilbourn,8268,10.65,7.11,14.99,1.95,49.23,14.13,49.26,4.9,61.0,285.64,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
Kip Janvrin,8228,10.97,7.18,14.6,1.86,48.16,14.64,47.1,5.0,58.88,258.14,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
Darwin Vandehoef,8123,10.88,7.29,13.91,2.16,48.49,14.03,43.32,4.5,52.0,275.44,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
William Schuffenhauer,8108,11.07,7.39,15.03,2.04,50.03,14.99,47.68,4.4,64.56,277.02,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
Mario Sategna,8039,10.82,7.46,15.12,1.89,50.28,14.99,43.86,5.1,60.32,288.02,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
Ricky Barker,7910,10.91,7.2,14.41,2.04,49.33,14.32,37.18,4.9,58.74,295.16,https://www.decathlon2000.com/728/usa-championships-indianapolis-1997/
