Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
Eelco Sintnicolaas,7878,11.11,7.06,13.86,1.93,50.04,14.66,41.16,5.35,55.31,280.93,https://www.decathlon2000.com/4010/talence-2017/
Manuel Eitel,7825,10.51,7.14,13.18,1.99,49.62,14.85,40.01,4.65,57.25,282.13,https://www.decathlon2000.com/4010/talence-2017/
Marcus Nilsson,7799,11.34,6.77,14.64,1.9,51.17,14.9,45.65,4.85,61.81,271.05,https://www.decathlon2000.com/4010/talence-2017/
Ben Gregory,7667,11.21,7.04,12.43,1.9,50.23,14.66,38.23,4.95,58.07,268.35,https://www.decathlon2000.com/4010/talence-2017/
Pieter Braun,7652,11.41,7.25,14.14,1.93,49.63,14.67,40.2,4.65,54.53,280.14,https://www.decathlon2000.com/4010/talence-2017/
Kevin Mayer®,9126,10.55,7.8,16.0,2.05,48.42,13.75,50.54,5.45,71.9,276.11,https://www.decathlon2000.com/4028/talence-2018/
Arthur Abele,8310,10.84,7.19,15.2,1.93,48.48,13.86,44.67,4.75,65.35,273.78,https://www.decathlon2000.com/4028/talence-2018/
Tim Nowak,8229,11.19,7.56,14.5,1.96,49.29,14.72,45.31,4.85,64.0,266.8,https://www.decathlon2000.com/4028/talence-2018/
Pieter Braun,7965,11.17,7.29,14.37,2.02,49.09,14.61,46.51,4.45,56.51,276.39,https://www.decathlon2000.com/4028/talence-2018/
Ruben Gado,7957,10.75,7.43,12.9,1.9,48.03,15.24,37.46,5.15,56.28,266.69,https://www.decathlon2000.com/4028/talence-2018/
Bastien Auzeil,7818,11.39,6.85,14.93,1.96,50.03,14.78,45.05,4.85,59.7,283.73,https://www.decathlon2000.com/4028/talence-2018/
Pawel Wiesiolek,7684,11.18,7.07,13.15,1.96,50.68,15.15,44.75,4.85,57.6,285.45,https://www.decathlon2000.com/4028/talence-2018/
Marcus Nilsson,7627,11.4,6.62,13.73,1.96,52.67,15.21,43.06,4.95,63.43,274.2,https://www.decathlon2000.com/4028/talence-2018/
Jeremy Lelievre,7329,11.25,7.16,13.64,1.87,50.09,15.63,40.11,4.35,51.87,277.84,https://www.decathlon2000.com/4028/talence-2018/
Patryk Baran,7276,11.04,7.1,13.19,1.9,51.12,15.35,38.87,4.85,49.45,304.5,https://www.decathlon2000.com/4028/talence-2018/
Florian Geffrouais,7187,11.52,6.58,14.59,1.75,50.52,15.92,42.72,4.25,59.95,277.67,https://www.decathlon2000.com/4028/talence-2018/
Pierce LePage,8453,10.31,7.87,14.21,2.07,48.14,14.4,44.46,5.25,55.22,299.76,https://www.decathlon2000.com/4057/talence-2019/
Zach Ziemek,8344,10.89,7.62,14.04,2.13,50.34,14.96,49.36,5.25,57.49,286.55,https://www.decathlon2000.com/4057/talence-2019/
Thomas van der Plaetsen,8214,11.35,7.5,13.45,2.04,49.95,14.95,46.23,5.45,60.85,277.99,https://www.decathlon2000.com/4057/talence-2019/
Leonel Suarez,7965,11.54,6.97,13.43,2.01,50.44,15.0,46.87,4.65,69.24,265.09,https://www.decathlon2000.com/4057/talence-2019/
Jeremy Lelievre,7778,10.95,7.14,14.69,1.86,49.47,15.02,43.49,4.65,51.38,265.62,https://www.decathlon2000.com/4057/talence-2019/
Bastien Auzeil,7671,11.41,6.94,15.25,1.98,51.09,14.87,44.72,4.65,59.57,295.64,https://www.decathlon2000.com/4057/talence-2019/
Benjamin Hougardy,7561,11.13,7.12,12.83,2.07,49.14,15.2,37.56,4.55,47.57,270.83,https://www.decathlon2000.com/4057/talence-2019/
Maxime Maugein,7398,11.22,7.0,12.49,1.92,49.42,14.56,38.27,4.75,47.05,284.55,https://www.decathlon2000.com/4057/talence-2019/
Lindon Victor,8550,10.61,7.49,15.75,2.02,48.2,14.7,51.0,4.8,66.01,283.74,https://www.decathlon2000.com/4342/talence-2022/
Manuel Eitel,8193,10.44,7.29,14.86,1.96,49.48,14.44,43.53,4.8,60.51,279.48,https://www.decathlon2000.com/4342/talence-2022/
Risto Lillemets,8149,10.9,7.24,13.91,2.05,50.03,14.54,42.39,5.0,59.82,269.96,https://www.decathlon2000.com/4342/talence-2022/
Makenson Gletty,8141,10.67,7.18,14.88,1.96,49.56,14.43,44.59,4.8,56.96,269.74,https://www.decathlon2000.com/4342/talence-2022/
Steven Bastien,8005,10.81,7.7,13.38,1.99,48.74,15.04,40.43,4.7,53.86,265.33,https://www.decathlon2000.com/4342/talence-2022/
Markus Rooth,7976,11.0,7.23,14.39,1.96,50.44,14.53,48.09,4.8,58.51,287.93,https://www.decathlon2000.com/4342/talence-2022/
Malik Ernst Diakite,7939,11.06,7.51,13.17,1.93,47.74,15.27,41.74,4.7,56.21,261.93,https://www.decathlon2000.com/4342/talence-2022/
Marcus Nilsson,7908,11.38,6.73,14.53,1.93,50.94,15.09,45.99,5.1,60.87,263.35,https://www.decathlon2000.com/4342/talence-2022/
Finley Gaio,7771,10.63,7.76,13.94,1.93,48.19,13.68,39.1,4.4,42.83,295.65,https://www.decathlon2000.com/4342/talence-2022/
Jack Flood,7425,11.27,6.95,12.87,2.05,51.17,14.49,38.07,4.4,52.92,284.56,https://www.decathlon2000.com/4342/talence-2022/
Arthur Prévost,7424,10.82,7.05,13.29,1.87,48.87,15.54,38.98,4.4,52.2,280.6,https://www.decathlon2000.com/4342/talence-2022/
Jeremy Lelievre,7374,11.2,7.06,14.16,1.81,51.04,15.18,42.57,4.6,49.23,280.7,https://www.decathlon2000.com/4342/talence-2022/
Makenson Gletty,8443,10.78,7.34,16.46,1.96,48.38,14.01,41.67,5.07,59.77,267.46,https://www.decathlon2000.com/4376/talence-2023/
Manuel Eitel,8193,10.64,7.4,14.77,1.96,48.75,14.52,43.18,4.67,63.68,279.27,https://www.decathlon2000.com/4376/talence-2023/
Lindon Victor,7980,10.81,7.22,14.81,1.96,49.92,15.14,48.74,4.77,62.95,301.81,https://www.decathlon2000.com/4376/talence-2023/
Baptiste Thiery,7951,10.91,7.38,12.68,1.96,49.2,15.01,41.9,5.37,51.49,275.34,https://www.decathlon2000.com/4376/talence-2023/
Risto Lillemets,7898,11.07,6.95,14.25,1.99,49.21,14.58,39.73,4.67,63.06,275.67,https://www.decathlon2000.com/4376/talence-2023/
Thomas van der Plaetsen,7895,11.48,7.3,13.63,1.99,51.79,15.09,42.99,5.27,66.36,293.99,https://www.decathlon2000.com/4376/talence-2023/
Jente Hauttekeete,7796,11.08,7.18,13.41,2.08,49.23,15.04,39.04,4.97,46.55,269.67,https://www.decathlon2000.com/4376/talence-2023/
Ondrej Kopecky,7744,11.18,7.25,13.27,1.9,50.48,14.6,44.19,4.97,54.3,283.82,https://www.decathlon2000.com/4376/talence-2023/
Niels Pittomvils,7720,11.49,6.99,14.24,1.99,51.13,14.77,44.33,4.87,57.24,283.95,https://www.decathlon2000.com/4376/talence-2023/
Pawel Wiesiolek,7682,11.25,7.21,14.73,1.9,50.28,15.31,45.73,4.67,51.84,276.46,https://www.decathlon2000.com/4376/talence-2023/
Vilem Strasky,7461,10.95,7.09,12.87,1.93,50.41,14.72,36.18,4.47,54.55,279.84,https://www.decathlon2000.com/4376/talence-2023/
Johannes Erm,8589,10.79,7.37,14.87,1.99,47.27,14.21,47.25,5.37,60.47,273.04,https://www.decathlon2000.com/4520/talence-2024/
Sander Aae Skotheim,8517,10.84,7.7,13.92,2.11,47.51,14.17,44.75,4.77,59.15,262.74,https://www.decathlon2000.com/4520/talence-2024/
Sven Roosen,8293,10.71,7.34,15.06,1.81,46.72,14.12,45.26,4.77,58.87,264.91,https://www.decathlon2000.com/4520/talence-2024/
Jente Hauttekeete,8268,10.82,7.23,14.39,2.02,48.25,14.17,42.14,4.97,59.12,270.7,https://www.decathlon2000.com/4520/talence-2024/
Andrin Huber,8041,10.9,6.92,13.97,1.96,48.11,14.61,46.27,4.57,57.61,262.81,https://www.decathlon2000.com/4520/talence-2024/
Devon Williams,8019,10.87,7.18,13.3,1.87,48.99,14.01,45.67,4.87,60.01,280.94,https://www.decathlon2000.com/4520/talence-2024/
Jeff Tesselaar,7987,10.9,7.41,13.67,1.9,48.16,14.67,44.5,4.47,52.29,254.91,https://www.decathlon2000.com/4520/talence-2024/
Luc Brewin,7963,10.89,7.19,13.26,1.93,49.7,13.99,45.12,4.67,56.08,271.6,https://www.decathlon2000.com/4520/talence-2024/
Niels Pittomvils,7940,11.42,7.21,15.15,2.05,50.28,14.56,46.56,4.77,50.68,274.51,https://www.decathlon2000.com/4520/talence-2024/
Sammy Ball,7913,10.88,7.23,14.72,1.99,48.14,14.78,39.8,4.47,53.07,266.64,https://www.decathlon2000.com/4520/talence-2024/
José Fernando Ferreira,7871,11.09,7.18,13.45,1.9,49.87,14.27,44.8,4.67,64.87,291.21,https://www.decathlon2000.com/4520/talence-2024/
Risto Lillemets,7855,11.11,6.89,14.3,1.93,49.39,14.53,41.47,4.77,59.42,272.1,https://www.decathlon2000.com/4520/talence-2024/
Melchior Treffers,7709,11.12,7.23,13.14,1.93,49.87,14.5,40.21,4.77,55.26,279.74,https://www.decathlon2000.com/4520/talence-2024/
Vilem Strasky,7702,11.04,7.06,13.1,1.93,49.24,14.14,39.9,4.77,51.11,277.78,https://www.decathlon2000.com/4520/talence-2024/
Ayden Owens,8478,10.48,7.44,16.13,1.91,46.43,13.72,44.38,4.73,55.5,269.78,https://www.decathlon2000.com/4606/talence-2025/
Johannes Erm,8236,10.87,7.69,14.51,1.91,48.13,14.34,46.02,4.93,53.53,272.45,https://www.decathlon2000.com/4606/talence-2025/
Kendrick Thompson,8177,10.65,7.7,14.66,1.97,48.56,14.19,39.98,4.53,61.44,279.73,https://www.decathlon2000.com/4606/talence-2025/
Jente Hauttekeete,8123,10.81,7.24,15.18,2.0,48.81,14.28,42.45,4.93,53.33,277.77,https://www.decathlon2000.com/4606/talence-2025/
Teo Bastien,8102,10.83,7.75,14.06,2.06,49.69,14.26,43.58,4.93,55.84,303.0,https://www.decathlon2000.com/4606/talence-2025/
Risto Lillemets,8020,11.11,7.09,15.48,1.94,49.74,14.51,45.31,4.93,54.64,273.16,https://www.decathlon2000.com/4606/talence-2025/
Rasmus Roosleht,7994,10.89,7.15,15.79,2.0,49.46,14.86,47.77,4.53,58.05,291.6,https://www.decathlon2000.com/4606/talence-2025/
Tim Nowak,7903,11.43,7.12,14.31,1.97,50.4,14.63,45.02,4.83,59.55,273.33,https://www.decathlon2000.com/4606/talence-2025/
Lewis Church,7732,11.35,6.96,14.55,2.0,50.14,14.57,42.64,4.63,53.42,274.88,https://www.decathlon2000.com/4606/talence-2025/
Edgaras Benkunskas,7720,11.16,7.06,15.24,1.94,49.9,14.76,44.74,4.43,57.55,290.78,https://www.decathlon2000.com/4606/talence-2025/
Tangui Transchant,7411,11.04,6.86,12.33,1.85,49.08,15.13,41.77,4.73,52.07,286.17,https://www.decathlon2000.com/4606/talence-2025/
