Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
Tim Nowak,8209,11.12,7.28,14.86,2.0,50.16,14.64,47.27,4.8,60.11,260.66,https://www.decathlon2000.com/4048/gotzis-2019/
Cedric Dubler,8185,10.69,7.39,12.81,2.06,48.26,14.21,41.34,4.9,55.3,269.69,https://www.decathlon2000.com/4048/gotzis-2019/
Manuel Eitel,8128,10.41,7.32,14.64,2.0,48.52,14.42,41.9,4.8,57.27,290.48,https://www.decathlon2000.com/4048/gotzis-2019/
Jorge Ureña,8123,10.76,7.34,13.97,2.0,48.36,13.99,37.74,4.8,57.03,268.71,https://www.decathlon2000.com/4048/gotzis-2019/
Mathias Brugger,8060,11.04,7.3,15.26,1.94,48.28,14.42,40.55,4.8,55.29,268.03,https://www.decathlon2000.com/4048/gotzis-2019/
Janek Õiglane,8050,11.28,7.26,15.06,1.91,50.82,14.81,43.75,4.9,69.0,274.64,https://www.decathlon2000.com/4048/gotzis-2019/
Ashley Moloney,8038,10.41,7.52,13.69,2.03,46.97,14.24,41.98,4.4,56.19,303.2,https://www.decathlon2000.com/4048/gotzis-2019/
Martin Roe,8023,10.91,7.42,15.11,1.91,49.93,15.24,47.31,4.5,62.48,274.0,https://www.decathlon2000.com/4048/gotzis-2019/
Fredrik Samuelsson,8022,11.1,7.4,14.02,2.0,49.76,14.65,45.19,4.8,56.39,273.99,https://www.decathlon2000.com/4048/gotzis-2019/
Ilya Shkurenyov,7982,11.14,7.27,14.0,1.97,50.01,14.74,45.35,5.1,58.4,285.58,https://www.decathlon2000.com/4048/gotzis-2019/
Timothy Duckworth,7981,10.61,7.72,12.8,2.09,50.06,14.44,42.22,4.9,51.27,297.65,https://www.decathlon2000.com/4048/gotzis-2019/
Pawel Wiesiolek,7971,10.76,7.23,14.13,2.0,49.48,15.08,45.53,4.9,52.25,278.66,https://www.decathlon2000.com/4048/gotzis-2019/
Devon Williams,7924,10.85,7.19,13.16,1.85,49.16,14.0,46.28,4.8,59.56,289.42,https://www.decathlon2000.com/4048/gotzis-2019/
Marcus Nilsson,7883,11.23,7.3,15.34,2.0,49.85,14.73,45.42,4.6,50.62,276.0,https://www.decathlon2000.com/4048/gotzis-2019/
Olexiy Kasyanov,7874,10.69,7.23,14.02,1.91,50.05,14.4,48.37,4.6,48.15,277.28,https://www.decathlon2000.com/4048/gotzis-2019/
Niels Pittomvils,7510,11.3,6.82,13.66,1.94,49.97,14.85,42.66,4.8,47.39,279.28,https://www.decathlon2000.com/4048/gotzis-2019/
Andri Oberholzer,7449,11.28,6.98,14.26,1.91,50.85,15.0,40.43,4.8,46.15,277.89,https://www.decathlon2000.com/4048/gotzis-2019/
Damian Warner,8995,10.14,8.28,14.31,2.09,47.9,13.36,48.43,4.8,59.46,265.19,https://www.decathlon2000.com/4110/gotzis-2021/
Pierce LePage,8534,10.3,7.45,14.31,2.0,47.65,14.05,48.25,5.1,57.06,280.69,https://www.decathlon2000.com/4110/gotzis-2021/
Thomas van der Plaetsen,8430,11.21,7.9,13.81,2.09,50.29,14.36,46.64,5.4,60.05,281.39,https://www.decathlon2000.com/4110/gotzis-2021/
Vitaliy Zhuk,8331,10.96,7.29,16.86,1.97,49.33,14.77,44.98,4.9,65.16,275.05,https://www.decathlon2000.com/4110/gotzis-2021/
Niklas Kaul,8263,11.37,7.25,14.54,2.03,48.61,14.61,44.51,4.7,71.49,268.86,https://www.decathlon2000.com/4110/gotzis-2021/
Niels Pittomvils,8222,11.32,7.4,14.89,2.0,49.94,14.35,47.27,4.9,62.77,274.73,https://www.decathlon2000.com/4110/gotzis-2021/
Kai Kazmirek,8190,11.37,7.25,14.54,2.03,48.61,14.61,44.51,4.7,61.75,268.86,https://www.decathlon2000.com/4110/gotzis-2021/
Pawel Wiesiolek,8161,10.75,7.38,14.46,1.97,49.47,14.84,46.27,5.0,56.58,275.7,https://www.decathlon2000.com/4110/gotzis-2021/
Maicel Uibo,8157,11.38,7.15,14.83,2.06,51.05,14.64,45.99,4.9,65.8,271.0,https://www.decathlon2000.com/4110/gotzis-2021/
Risto Lillemets,8156,10.98,7.11,14.55,2.0,49.66,14.33,43.11,5.0,60.55,270.72,https://www.decathlon2000.com/4110/gotzis-2021/
Rik Taam,8095,10.63,7.3,14.31,1.97,48.13,14.51,37.49,5.1,52.99,270.66,https://www.decathlon2000.com/4110/gotzis-2021/
Mathias Brugger,8073,11.07,7.04,14.59,1.97,48.6,14.26,44.99,4.8,54.67,266.3,https://www.decathlon2000.com/4110/gotzis-2021/
Kristjan Rosenberg,8032,10.85,7.33,14.9,2.0,48.6,15.04,43.46,4.7,54.99,274.4,https://www.decathlon2000.com/4110/gotzis-2021/
Fredrik Samuelsson,7925,11.25,7.28,14.39,2.0,51.12,14.56,44.93,4.7,65.0,289.9,https://www.decathlon2000.com/4110/gotzis-2021/
Finley Gaio,7899,10.64,7.77,13.98,1.82,48.24,13.68,40.27,4.6,49.95,289.48,https://www.decathlon2000.com/4110/gotzis-2021/
Baptiste Thiery,7766,10.9,7.04,11.74,1.91,48.78,15.14,40.86,5.4,49.66,270.71,https://www.decathlon2000.com/4110/gotzis-2021/
Markus Rooth,7738,10.98,7.31,14.01,1.97,50.77,14.8,46.43,4.5,57.37,297.69,https://www.decathlon2000.com/4110/gotzis-2021/
Dennis Hutterer,7709,10.96,7.14,13.9,1.82,49.71,14.76,47.69,4.8,48.96,280.77,https://www.decathlon2000.com/4110/gotzis-2021/
Damian Warner,8797,10.14,7.93,14.92,2.03,47.92,13.48,48.24,4.9,58.62,278.65,https://www.decathlon2000.com/4330/gotzis-2022/
Lindon Victor,8447,10.72,7.42,16.28,2.0,48.85,14.66,54.85,4.7,63.93,295.0,https://www.decathlon2000.com/4330/gotzis-2022/
Simon Ehammer,8377,10.46,8.45,14.42,2.03,48.44,13.75,36.98,5.1,55.98,308.51,https://www.decathlon2000.com/4330/gotzis-2022/
Niklas Kaul,8303,11.18,7.28,14.59,1.91,48.62,14.59,45.09,4.8,69.29,256.31,https://www.decathlon2000.com/4330/gotzis-2022/
Kai Kazmirek,8272,10.91,7.56,14.16,2.03,48.28,14.56,43.83,5.0,59.86,279.81,https://www.decathlon2000.com/4330/gotzis-2022/
Rik Taam,8246,10.62,7.15,13.9,1.97,47.28,14.45,42.73,4.9,56.6,261.28,https://www.decathlon2000.com/4330/gotzis-2022/
Maicel Uibo,8067,11.21,7.17,14.33,2.06,51.72,14.95,47.81,5.3,58.32,283.89,https://www.decathlon2000.com/4330/gotzis-2022/
Hunter Price,7996,11.0,7.41,14.38,2.09,49.65,14.35,41.22,4.4,58.37,278.62,https://www.decathlon2000.com/4330/gotzis-2022/
Finley Gaio,7949,10.54,7.7,14.3,1.88,48.5,13.86,39.67,4.8,45.8,285.96,https://www.decathlon2000.com/4330/gotzis-2022/
Malik Ernst Diakite,7832,11.06,7.58,13.65,1.91,47.42,14.98,41.03,4.4,53.82,269.28,https://www.decathlon2000.com/4330/gotzis-2022/
František Doubek,7817,10.79,7.14,13.45,1.97,49.18,15.08,42.31,4.6,56.87,276.09,https://www.decathlon2000.com/4330/gotzis-2022/
Sven Roosen,7784,10.9,7.19,13.73,1.88,48.07,14.72,41.07,4.3,55.1,262.85,https://www.decathlon2000.com/4330/gotzis-2022/
Jack Flood,7683,11.04,7.1,13.33,2.03,50.13,14.14,40.32,4.5,50.05,278.62,https://www.decathlon2000.com/4330/gotzis-2022/
Fran Bonifacic,7343,11.43,6.9,14.07,1.82,52.66,15.36,41.05,4.7,55.04,271.14,https://www.decathlon2000.com/4330/gotzis-2022/
Jan Mitsche,7279,10.97,6.58,14.67,1.94,50.65,14.53,38.65,4.0,49.86,285.61,https://www.decathlon2000.com/4330/gotzis-2022/
Pierce LePage,8700,10.28,7.57,15.05,2.03,48.01,13.87,49.34,5.0,63.09,285.74,https://www.decathlon2000.com/4350/gotzis-2023/
Damian Warner,8619,10.29,7.75,14.92,2.0,47.76,13.6,46.32,4.5,59.92,266.16,https://www.decathlon2000.com/4350/gotzis-2023/
Sander Aae Skotheim,8590,10.76,7.6,13.74,2.15,47.64,14.16,43.01,4.9,61.22,259.38,https://www.decathlon2000.com/4350/gotzis-2023/
Karel Tilga,8403,10.91,7.55,15.82,2.0,48.49,14.65,47.78,4.7,58.45,262.3,https://www.decathlon2000.com/4350/gotzis-2023/
Manuel Eitel,8351,10.41,7.32,15.28,1.94,48.21,14.29,43.69,4.9,62.32,280.17,https://www.decathlon2000.com/4350/gotzis-2023/
Dan Golubovic,8301,10.98,7.12,14.94,1.97,48.63,14.1,47.25,5.1,57.11,270.23,https://www.decathlon2000.com/4350/gotzis-2023/
Lindon Victor,8293,10.69,7.24,16.13,2.0,48.66,15.3,53.27,4.6,64.65,292.96,https://www.decathlon2000.com/4350/gotzis-2023/
Makenson Gletty,8211,10.64,6.95,15.87,1.91,48.5,13.94,44.86,4.9,55.99,274.98,https://www.decathlon2000.com/4350/gotzis-2023/
Kendrick Thompson,8182,10.28,7.48,13.48,2.0,47.22,14.4,41.99,4.5,64.63,296.44,https://www.decathlon2000.com/4350/gotzis-2023/
Fredrik Samuelsson,8178,10.97,7.43,14.05,2.0,49.85,14.58,44.45,4.9,63.99,276.6,https://www.decathlon2000.com/4350/gotzis-2023/
Sven Roosen,8157,10.58,7.15,14.42,1.82,46.83,14.32,43.94,4.7,56.62,261.52,https://www.decathlon2000.com/4350/gotzis-2023/
Jente Hauttekeete,8075,10.84,7.36,14.59,2.09,48.96,14.29,40.26,4.8,49.44,272.71,https://www.decathlon2000.com/4350/gotzis-2023/
Finley Gaio,8022,10.61,7.62,14.08,1.94,48.12,13.62,41.0,4.7,47.4,285.64,https://www.decathlon2000.com/4350/gotzis-2023/
Cedric Dubler,8009,10.87,7.65,12.67,2.03,48.05,14.56,40.6,5.0,51.88,283.81,https://www.decathlon2000.com/4350/gotzis-2023/
Ken Mullings,7983,10.6,7.26,14.87,2.06,49.84,13.71,43.64,4.6,56.59,317.38,https://www.decathlon2000.com/4350/gotzis-2023/
Marcel Meyer,7983,10.91,7.19,14.37,1.91,47.21,14.06,40.93,4.8,47.99,267.26,https://www.decathlon2000.com/4350/gotzis-2023/
Ondrej Kopecky,7928,10.91,7.39,13.74,1.94,49.41,14.32,43.19,4.8,54.07,281.0,https://www.decathlon2000.com/4350/gotzis-2023/
Pawel Wiesiolek,7872,10.87,7.38,14.92,1.97,49.52,14.81,42.46,4.8,51.2,287.12,https://www.decathlon2000.com/4350/gotzis-2023/
Tim Nowak,7826,11.26,6.93,14.55,1.97,49.26,14.53,35.82,4.7,57.36,256.72,https://www.decathlon2000.com/4350/gotzis-2023/
Edgaras Benkunskas,7797,11.11,6.89,14.81,2.09,51.06,14.72,46.71,4.3,63.44,299.25,https://www.decathlon2000.com/4350/gotzis-2023/
Yan C. Hernández,7492,10.6,7.28,12.51,1.97,50.02,14.33,37.13,4.6,53.14,316.34,https://www.decathlon2000.com/4350/gotzis-2023/
Aris-Nikolaos Peristeris,7305,11.53,6.9,13.82,1.79,52.92,15.82,44.02,4.8,64.29,293.73,https://www.decathlon2000.com/4350/gotzis-2023/
Damian Warner,8678,10.2,7.8,14.55,2.03,47.46,13.45,46.41,4.8,57.53,276.94,https://www.decathlon2000.com/4494/gotzis-2024/
Sven Roosen,8517,10.49,7.48,15.03,1.91,46.64,14.18,43.88,4.7,64.04,260.77,https://www.decathlon2000.com/4494/gotzis-2024/
Johannes Erm,8462,10.64,7.9,14.72,1.91,48.07,14.27,45.18,5.1,55.42,267.17,https://www.decathlon2000.com/4494/gotzis-2024/
Ashley Moloney,8367,10.34,7.75,14.11,2.0,47.59,14.31,44.53,4.9,57.41,290.0,https://www.decathlon2000.com/4494/gotzis-2024/
Lindon Victor,8366,10.48,7.73,15.14,1.97,48.36,14.72,52.34,4.6,59.1,291.3,https://www.decathlon2000.com/4494/gotzis-2024/
Tim Nowak,8282,11.09,7.24,14.58,2.03,50.08,14.33,44.82,5.0,61.08,261.0,https://www.decathlon2000.com/4494/gotzis-2024/
Felix Wolter,8190,10.58,7.7,13.73,1.97,47.96,14.12,39.92,4.8,56.23,277.21,https://www.decathlon2000.com/4494/gotzis-2024/
Ken Mullings,8176,10.45,7.56,15.45,2.03,49.61,13.72,43.36,4.8,54.5,309.77,https://www.decathlon2000.com/4494/gotzis-2024/
Nils Laserich,8146,10.79,7.39,15.63,2.0,48.43,14.68,42.99,4.5,58.74,274.3,https://www.decathlon2000.com/4494/gotzis-2024/
Edgaras Benkunskas,8098,11.02,7.02,15.91,2.0,50.65,14.51,45.44,4.7,69.67,292.96,https://www.decathlon2000.com/4494/gotzis-2024/
Devon Williams,8082,10.67,7.63,14.26,1.91,49.18,14.0,45.63,4.7,52.53,283.23,https://www.decathlon2000.com/4494/gotzis-2024/
José Fernando Ferreira,8050,10.7,7.25,14.58,1.94,51.58,13.91,43.13,5.0,65.05,301.22,https://www.decathlon2000.com/4494/gotzis-2024/
Vilem Strasky,8016,10.72,7.47,13.21,1.94,48.81,13.98,39.6,4.7,52.14,262.53,https://www.decathlon2000.com/4494/gotzis-2024/
Andrin Huber,7873,10.84,7.04,13.81,2.0,49.61,14.7,40.77,4.6,50.84,255.4,https://www.decathlon2000.com/4494/gotzis-2024/
Finley Gaio,7870,10.61,7.57,13.99,1.88,48.52,14.0,40.03,5.0,48.66,303.1,https://www.decathlon2000.com/4494/gotzis-2024/
Sven Jansons,7850,10.56,7.38,13.11,1.88,48.15,14.51,41.61,4.6,49.69,272.12,https://www.decathlon2000.com/4494/gotzis-2024/
Marcel Meyer,7845,10.93,7.15,13.72,1.91,48.18,14.64,43.08,4.8,52.78,279.2,https://www.decathlon2000.com/4494/gotzis-2024/
Sander Aae Skotheim,8909,10.7,8.06,13.98,2.15,47.47,14.12,49.18,5.1,61.46,263.88,https://www.decathlon2000.com/4604/gotzis-2025/
Kyle Garland,8626,10.5,7.54,16.14,2.15,49.0,14.04,49.1,4.9,58.77,289.69,https://www.decathlon2000.com/4604/gotzis-2025/
Simon Ehammer,8575,10.57,8.34,13.6,2.06,47.18,13.57,41.02,5.1,55.3,287.96,https://www.decathlon2000.com/4604/gotzis-2025/
Niklas Kaul,8575,11.12,7.34,15.09,2.03,48.16,14.69,47.77,4.8,72.13,256.4,https://www.decathlon2000.com/4604/gotzis-2025/
Leo Neugebauer,8555,10.66,7.91,15.93,2.0,47.84,14.81,51.47,5.1,54.28,285.73,https://www.decathlon2000.com/4604/gotzis-2025/
Damian Warner,8527,10.39,7.51,14.41,2.0,47.57,13.76,47.34,4.7,62.3,278.44,https://www.decathlon2000.com/4604/gotzis-2025/
Ayden Owens,8486,10.33,7.65,16.19,2.0,46.2,14.09,39.55,4.8,54.35,274.76,https://www.decathlon2000.com/4604/gotzis-2025/
Heath Baldwin,8430,10.77,7.5,14.48,2.12,48.72,14.01,40.94,4.8,66.03,276.83,https://www.decathlon2000.com/4604/gotzis-2025/
Karel Tilga,8405,10.91,7.53,15.83,1.91,49.27,14.89,51.47,4.5,69.59,267.29,https://www.decathlon2000.com/4604/gotzis-2025/
Jeff Tesselaar,8249,10.68,7.27,13.72,1.97,47.13,14.82,46.0,4.6,54.66,248.31,https://www.decathlon2000.com/4604/gotzis-2025/
Rasmus Roosleht,8241,10.81,7.19,15.74,2.03,49.29,14.83,47.96,4.9,60.63,286.46,https://www.decathlon2000.com/4604/gotzis-2025/
Sammy Ball,8100,10.55,7.41,14.54,1.97,47.29,14.7,42.5,4.4,49.85,258.12,https://www.decathlon2000.com/4604/gotzis-2025/
Lewis Church,8093,11.0,7.02,15.11,2.03,49.68,14.47,44.61,4.7,54.95,261.23,https://www.decathlon2000.com/4604/gotzis-2025/
Manuel Eitel,8086,10.46,6.77,15.02,1.91,48.74,14.58,45.48,4.9,61.36,286.92,https://www.decathlon2000.com/4604/gotzis-2025/
Kendrick Thompson,8079,10.72,7.43,13.27,2.0,48.7,14.41,41.11,4.6,62.26,276.46,https://www.decathlon2000.com/4604/gotzis-2025/
Jente Hauttekeete,8053,10.61,7.53,14.9,2.03,48.31,14.55,36.07,4.8,55.67,286.26,https://www.decathlon2000.com/4604/gotzis-2025/
Matthias Lasch,7986,10.91,7.36,13.48,1.91,49.45,14.78,44.22,4.9,55.14,265.72,https://www.decathlon2000.com/4604/gotzis-2025/
Risto Lillemets,7930,10.91,6.93,14.51,1.91,49.35,14.79,46.8,4.8,53.72,268.93,https://www.decathlon2000.com/4604/gotzis-2025/
Vilem Strasky,7918,10.83,7.01,14.0,1.94,48.75,14.48,40.52,4.7,56.11,266.55,https://www.decathlon2000.com/4604/gotzis-2025/
Finley Gaio,7917,10.6,7.56,13.94,1.82,48.01,14.03,42.94,4.6,48.62,279.59,https://www.decathlon2000.com/4604/gotzis-2025/
Edgaras Benkunskas,7726,11.12,6.98,15.4,1.94,50.08,15.17,47.26,4.3,59.67,287.76,https://www.decathlon2000.com/4604/gotzis-2025/
Andrin Huber,7713,10.96,6.82,13.22,1.94,49.49,14.85,40.14,4.7,55.54,264.75,https://www.decathlon2000.com/4604/gotzis-2025/
